rxns	rxnnames	subsystems	keggid	reactomeid	fbasolutiontissuev
B3GALT42g	Beta-1,3-galactosyltransferase 4	Sphingolipid metabolism			0
B3GALT43g	Beta-1,3-galactosyltransferase 4	Sphingolipid metabolism			0
B3GALT44g	Beta-1,3-galactosyltransferase 4	Sphingolipid metabolism			0
B3GALT5g	Beta-1,3-galactosyltransferase 5	Sphingolipid metabolism			0
B3GNT11g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1	Blood group synthesis			0
B3GNT12g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1	Blood group synthesis			0
B3GNT51g	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	Blood group synthesis			-0
BAAT1x	Bile acid Coenzyme A: amino acid N-acyltransferase	Bile acid synthesis			0
BAAT2x	Bile acid Coenzyme A: amino acid N-acyltransferase	Bile acid synthesis			0
BAAT3x	Bile acid Coenzyme A: amino acid N-acyltransferase	Bile acid synthesis			0
BAAT4x_cho	Bile acid Coenzyme A: amino acid N-acyltransferase	Bile acid synthesis			0
BACCL	Biotin acetyl CoA carboxylase ligase	Biotin metabolism			0
BACCLm	Biotin-[acetyl-CoA-carboxylase] ligase, mitochondrial	Biotin metabolism			-0
BALAVECSEC_1	B-Alanine Secretion via Secretory Vesicle (ATP Driven)	Transport, extracellular			0
BAMPPALDOX	Beta-Aminopropion aldehyde NAD+ oxidoreductase	Beta-Alanine metabolism			0
BBHOX	4-Trimethylammoniobutanoate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)	Lysine metabolism	R02397	R-BTA-71261; R-CEL-71261; R-CFA-71261; R-DME-71261; R-DRE-71261; R-GGA-71261; R-HSA-71261; R-MMU-71261; R-RNO-71261; R-SCE-71261; R-SSC-71261; R-TGU-71261; R-XTR-71261	-0
BCDO	Beta-Carotene dioxygenase	Vitamin A metabolism	R00032		-0
BDHm	3-Hydroxybutanoate:NAD+ oxidoreductase, mitochondria	Butanoate metabolism	R01361	R-ATH-5696457; R-BTA-5696457; R-BTA-73912; R-BTA-73920; R-CFA-5696457; R-CFA-73912; R-CFA-73920; R-DRE-5696457; R-DRE-73912; R-DRE-73920; R-GGA-5696457; R-GGA-73912; R-GGA-73920; R-HSA-5696457; R-HSA-73912; R-HSA-73920; R-MMU-5696457; R-MMU-73912; R-MMU-73920; R-OSA-5696457; R-RNO-5696457; R-RNO-73912; R-RNO-73920; R-SCE-5696457; R-SCE-73912; R-SCE-73920; R-SSC-5696457; R-SSC-73912; R-SSC-73920; R-TGU-5696457; R-TGU-73912; R-TGU-73920; R-XTR-5696457; R-XTR-73912; R-XTR-73920	-0
BETALDHxm	Betaine-aldehyde dehydrogenase, mitochondrial	Glycine, serine, alanine, and threonine metabolism	R02565	R-ATH-6797955; R-BTA-6797955; R-CEL-6797955; R-CFA-6797955; R-DDI-6797955; R-DME-6797955; R-DRE-6797955; R-GGA-6797955; R-HSA-6797955; R-MMU-6797955; R-OSA-6797955; R-RNO-6797955; R-SCE-6797955; R-SSC-6797955; R-TGU-6797955; R-XTR-6797955	402.676830817475
BHMT	Betaine-homocysteine S-methyltransferase	Glycine, serine, alanine, and threonine metabolism	R02821	R-BTA-1614654; R-CFA-1614654; R-DRE-1614654; R-GGA-1614654; R-HSA-1614654; R-MMU-1614654; R-RNO-1614654; R-SSC-1614654; R-TGU-1614654; R-XTR-1614654	402.676830817475
BILDGLCURte	Bilirubin beta-diglucuronide transport MDR	Transport, extracellular			0
BILGLCURt	Bilirubin monoglucuronide transport via bicarbonate countertransport	Transport, extracellular			1000
BILGLCURte	Bilirubin monoglucuronide transport MDR	Transport, extracellular			0
BILIRED	Nad(p)h biliverdin reductase	Heme degradation	R02393	R-BTA-189384; R-CFA-189384; R-DME-189384; R-DRE-189384; R-GGA-189384; R-HSA-189384; R-MMU-189384; R-RNO-189384; R-SSC-189384; R-TGU-189384; R-XTR-189384	0
BILIRUBtr	Lipid, flip-flop intracellular transport	Transport, endoplasmic reticular		R-HSA-189381	-0
BPNT2	3'-Phospho-5'-adenylyl sulfate 3'-phosphohydrolase	Nucleotide interconversion	R00508	R-MTU-936659	0
BTNPL	Holocarboxylase synthestase (biotin protein ligase)	Biotin metabolism			-0
BTNPLm	Holocarboxylase synthestase (biotin protein ligase), mitochondrial	Biotin metabolism			-0
BTNt4i	Biotin uptake (antiport)	Transport, extracellular			0
C14STRr	C-14 sterol reductase	Cholesterol metabolism			-0
C160CPT1	Carnitine O-palmitoyltransferase	Fatty acid oxidation			0
C160CPT2	C160 transport into the mitochondria	Fatty acid oxidation			0
C160CRNt	C160 transport into the mitochondria	Fatty acid oxidation			-1000
C161CPT1	Carnitine O-palmitoyltransferase	Fatty acid oxidation			0.03998664
C161CPT12	Carnitine O-palmitoyltransferase	Fatty acid oxidation			0
C161CRN2t	C161 transport into the mitochondria	Fatty acid oxidation			-1000
C161CRNt	C161 transport into the mitochondria	Fatty acid oxidation			0
C180CPT1	Carnitine O-stearoyl transferase	Fatty acid oxidation			0
C180CRNt	C180 transport into the mitochondria	Fatty acid oxidation			1000
C181CPT1	Carnitine octadecenoyl transferase	Fatty acid oxidation			0
C181CRNt	C181 transport into the mitochondria	Fatty acid oxidation			420.682657391214
C204CPT1	Carnitine C20:4 transferase	Fatty acid oxidation			0
C204CRNt	Arachidonic acid transport into the mitochondria	Fatty acid oxidation			-1000
C226CPT1	Carnitine C22:6 transferase	Fatty acid oxidation			0
C3STDH1Pr	C-3 sterol dehydrogenase (4-methylzymosterol)	Cholesterol metabolism			0
C3STDH1r	C-3 sterol dehydrogenase (4-methylzymosterol)	Cholesterol metabolism			0
C3STKR2r	C-3 sterol keto reductase (zymosterol)	Cholesterol metabolism			-0
C4STMO2Pr	C-4 methyl sterol oxidase	Cholesterol metabolism			0
C4STMO2r	C-4 methyl sterol oxidase	Cholesterol metabolism			0
CAATPS_1	Ca ATPase	Transport, extracellular			0
CAt7r	Calcium / sodium antiporter (1:3), reversible	Transport, extracellular		R-ATH-425661; R-BTA-425661; R-CEL-425661; R-CFA-425661; R-DME-425661; R-DRE-425661; R-GGA-425661; R-HSA-425661; R-MMU-425661; R-OSA-425661; R-RNO-425661; R-SSC-425661; R-TGU-425661; R-XTR-425661	-1000
CBPPer	Carbamoyl phosphate phosphotransferase, endoplasmic reticulum	Glycolysis/gluconeogenesis			1000
CBPSam	Carbamoyl-phosphate synthase (ammonia) (mitochondria	Glutamate metabolism	R07641	R-ATH-70555; R-BTA-70555; R-CFA-70555; R-DRE-70555; R-GGA-70555; R-HSA-70555; R-MMU-70555; R-OSA-70555; R-RNO-70555; R-SCE-70555; R-SPO-70555; R-SSC-70555; R-TGU-70555; R-XTR-70555	0
CBPter	Carbamoyl phosphate transport, endoplasmic reticulum	Transport, endoplasmic reticular			1000
CDIPTr	Phosphatidylinositol synthase (Homo sapiens)	Glycerophospholipid metabolism			-8.56076079483353
CDS	Phosphatidate cytidylyltransferase	Glycerophospholipid metabolism			0
CDSm	Phosphatidate cytidylyltransferase	Glycerophospholipid metabolism			-0
CEPTC	Choline phosphotransferase	Glycerophospholipid metabolism			0
CERK	Ceramide kinase	Sphingolipid metabolism			0
CHLPCTD	Choline phosphate cytididyltransferase	Glycerophospholipid metabolism	R01890	R-ATH-1483081; R-BTA-1483081; R-CEL-1483081; R-CFA-1483081; R-DDI-1483081; R-DME-1483081; R-DRE-1483081; R-GGA-1483081; R-HSA-1483081; R-MMU-1483081; R-OSA-1483081; R-PFA-1483081; R-RNO-1483081; R-SCE-1483081; R-SPO-1483081; R-SSC-1483081; R-TGU-1483081; R-XTR-1483081	0
CHLtm	Choline transport via diffusion (cytosol to mitochondria)	Transport, mitochondrial		R-ATH-444433; R-ATH-6797956; R-BTA-444433; R-BTA-6797956; R-CEL-444433; R-CFA-444433; R-CFA-6797956; R-DDI-444433; R-DDI-6797956; R-DME-444433; R-DME-6797956; R-DRE-444433; R-DRE-6797956; R-GGA-444433; R-GGA-6797956; R-HSA-444433; R-HSA-6797956; R-MMU-444433; R-MMU-6797956; R-OSA-444433; R-OSA-6797956; R-RNO-444433; R-RNO-6797956; R-SCE-444433; R-SCE-6797956; R-SSC-444433; R-SSC-6797956; R-TGU-444433; R-TGU-6797956; R-XTR-444433; R-XTR-6797956	402.676830817475
CHOLATEt2	Cholate transport via sodium cotransport	Transport, extracellular			0
CHOLATEt3	ABC bile acid transporter	Transport, extracellular			0
CHOLD2m	Choline dehydrogenase (FAD acceptor), mitochondrial	Glycine, serine, alanine, and threonine metabolism		R-ATH-6797961; R-BTA-6797961; R-CEL-6797961; R-CFA-6797961; R-DDI-6797961; R-DME-6797961; R-DRE-6797961; R-GGA-6797961; R-HSA-6797961; R-MMU-6797961; R-OSA-6797961; R-RNO-6797961; R-SSC-6797961; R-TGU-6797961	402.676830817475
CHOLK	Choline kinase	Glycerophospholipid metabolism	R01021	R-ATH-1483004; R-BTA-1483004; R-CEL-1483004; R-CFA-1483004; R-DME-1483004; R-DRE-1483004; R-GGA-1483004; R-HSA-1483004; R-MMU-1483004; R-OSA-1483004; R-PFA-1483004; R-RNO-1483004; R-SCE-1483004; R-SPO-1483004; R-SSC-1483004; R-TGU-1483004; R-XTR-1483004	0
CHOLtu	Choline uniport	Transport, extracellular		R-ATH-444433; R-ATH-6797956; R-BTA-444433; R-BTA-6797956; R-CEL-444433; R-CFA-444433; R-CFA-6797956; R-DDI-444433; R-DDI-6797956; R-DME-444433; R-DME-6797956; R-DRE-444433; R-DRE-6797956; R-GGA-444433; R-GGA-6797956; R-HSA-444433; R-HSA-6797956; R-MMU-444433; R-MMU-6797956; R-OSA-444433; R-OSA-6797956; R-RNO-444433; R-RNO-6797956; R-SCE-444433; R-SCE-6797956; R-SSC-444433; R-SSC-6797956; R-TGU-444433; R-TGU-6797956; R-XTR-444433; R-XTR-6797956	-0
CHSTEROLSULT	Steroid sulfotransferase	Steroid metabolism			0
CHSTEROLt1	Cholesterol intracellular transport	Transport, mitochondrial		R-ATH-5250531; R-BTA-5250531; R-CEL-5250531; R-CFA-265529; R-CFA-5250531; R-DDI-5250531; R-DME-5250531; R-DRE-5250531; R-GGA-5250531; R-HSA-265443; R-HSA-5250531; R-MMU-5250531; R-OSA-5250531; R-PFA-5250531; R-RNO-5250531; R-SPO-5250531; R-SSC-5250531; R-TGU-5250531; R-XTR-5250531	0
CHSTEROLtg	Cholesterol efflux (ATP depedent), golgi	Transport, golgi apparatus		R-BTA-1369052; R-BTA-8848053; R-CEL-8848053; R-CFA-8848053; R-DME-8848053; R-DRE-1369052; R-DRE-8848053; R-GGA-1369052; R-GGA-8848053; R-HSA-1369052; R-HSA-8848053; R-MMU-8848053; R-OSA-1369052; R-OSA-8848053; R-RNO-8848053; R-SSC-8848053; R-TGU-1369052; R-TGU-8848053; R-XTR-1369052; R-XTR-8848053	0
CHTNASE	CHTNASE	Aminosugar metabolism			-0
CHTNASEe	Chitinase, extracellular	Aminosugar metabolism			333.333333333333
CITRtm	Citrulline transport via diffusion, mitochondria	Transport, mitochondrial			-1000
CITt4_2	Citrate transport via sodium symport	Transport, extracellular			-999.62722
CITtbm	Citrate transport  mitochondrial	Transport, mitochondrial		R-ATH-372449; R-BTA-372449; R-CEL-372449; R-CFA-372449; R-DDI-372449; R-DME-372449; R-DRE-372449; R-GGA-372723; R-HSA-372449; R-MMU-372449; R-OSA-372449; R-RNO-372449; R-SCE-372449; R-SPO-372449; R-SSC-372449; R-TGU-372449; R-XTR-372449	0.37278
CK_cho	ATP Creatine kinase	Urea cycle			-0
CKc_cho	ATP Creatine kinase (c)	Urea cycle			0
CLFORtex	Chloride transport via formate countertransport	Transport, extracellular			0
CLHCO3tex2	Chloride transport via bicarbonate countertransport (2:1)	Transport, extracellular			1000
CLI2tex	Chloride transport via iodide countertransport	Transport, extracellular			0
CLOHtex2_1	Chloride Transport via Hydroxide Antiport (2:1)	Transport, extracellular			0
CLOXAtex2	Chloride transport via oxalate countertransport (2:1)	Transport, extracellular			0
CLPNDCPT1	Carnitine O-palmitoyltransferase	Fatty acid oxidation			0
CLPNDCRNt	Transport into the mitochondria (carnitine)	Fatty acid oxidation			1000
CLS_hs	Cardiolipin synthase (homo sapiens)	Glycerophospholipid metabolism			8.56076079483353
CMPACNAtg	CMP-Sia Golgi transport via CMP antiport	Transport, golgi apparatus		R-BTA-727807; R-CEL-727807; R-CFA-727807; R-DRE-727807; R-GGA-727807; R-HSA-727807; R-MMU-727807; R-RNO-727807; R-SPO-727807; R-SSC-727807; R-TGU-727807; R-XTR-727807	-0
ACNMCT	CTP:N-acylneuraminate cytidylyltransferase	Aminosugar metabolism	R01117		0
CMPSASn	CMP sialic acid synthase, nuclear	Aminosugar metabolism	R01117		0
CO2ter	CO2 endoplasmic reticular transport via diffusion	Transport, endoplasmic reticular		R-ATH-1237042; R-ATH-1247649; R-BTA-1237042; R-BTA-1237069; R-BTA-1247645; R-BTA-1247649; R-CEL-1237069; R-CEL-1247645; R-CFA-1237042; R-CFA-1237069; R-CFA-1247645; R-CFA-1247649; R-DDI-1237042; R-DDI-1237069; R-DDI-1247645; R-DDI-1247649; R-DME-1237042; R-DME-1237069; R-DME-1247645; R-DME-1247649; R-DRE-1237042; R-DRE-1237069; R-DRE-1247645; R-DRE-1247649; R-GGA-1237042; R-GGA-1237069; R-GGA-1247645; R-GGA-1247649; R-HSA-1237042; R-HSA-1237069; R-HSA-1247645; R-HSA-1247649; R-MMU-1237042; R-MMU-1237069; R-MMU-1247645; R-MMU-1247649; R-OSA-1237042; R-OSA-1247649; R-RNO-1237042; R-RNO-1237069; R-RNO-1247645; R-RNO-1247649; R-SCE-1237042; R-SCE-1247649; R-SSC-1237042; R-SSC-1237069; R-SSC-1247645; R-SSC-1247649; R-TGU-1237042; R-TGU-1237069; R-TGU-1247645; R-TGU-1247649; R-XTR-1237069; R-XTR-1247645	-1000
CO2tm	CO2 transport  diffusion   mitochondrial	Transport, mitochondrial		R-ATH-1237042; R-ATH-1247649; R-BTA-1237042; R-BTA-1237069; R-BTA-1247645; R-BTA-1247649; R-CEL-1237069; R-CEL-1247645; R-CFA-1237042; R-CFA-1237069; R-CFA-1247645; R-CFA-1247649; R-DDI-1237042; R-DDI-1237069; R-DDI-1247645; R-DDI-1247649; R-DME-1237042; R-DME-1237069; R-DME-1247645; R-DME-1247649; R-DRE-1237042; R-DRE-1237069; R-DRE-1247645; R-DRE-1247649; R-GGA-1237042; R-GGA-1237069; R-GGA-1247645; R-GGA-1247649; R-HSA-1237042; R-HSA-1237069; R-HSA-1247645; R-HSA-1247649; R-MMU-1237042; R-MMU-1237069; R-MMU-1247645; R-MMU-1247649; R-OSA-1237042; R-OSA-1247649; R-RNO-1237042; R-RNO-1237069; R-RNO-1247645; R-RNO-1247649; R-SCE-1237042; R-SCE-1247649; R-SSC-1237042; R-SSC-1237069; R-SSC-1247645; R-SSC-1247649; R-TGU-1237042; R-TGU-1237069; R-TGU-1247645; R-TGU-1247649; R-XTR-1237069; R-XTR-1247645	999.62722
COAtim	CoA transporter  mitochondrial   irreversible	Transport, mitochondrial		R-ATH-199216; R-BTA-199216; R-CFA-199216; R-DRE-199216; R-GGA-199216; R-HSA-199216; R-MMU-199216; R-OSA-199216; R-SCE-199216; R-SPO-199216; R-SSC-199216; R-TGU-199216; R-XTR-199216	346.532688743398
COKECBESr	Carboxylesterase (cocaine) (er)	Alkaloid synthesis			0
COQ3m	Methyltransferase COQ3	Ubiquinone synthesis			0
COQ6m	Ubiquinone biosynthesis monooxgenase COQ6	Ubiquinone synthesis			0
CRNt	L carnitine reversible transport	Transport, extracellular			0.0399866400007481
CRNtim	L carnitine transport out of mitochondria via diffusion	Transport, mitochondrial			1000
CRNtuNa	L-carnitine inward transport by Na+ symport	Transport, extracellular		R-BTA-549297; R-CFA-549297; R-DME-549297; R-DRE-549297; R-GGA-549297; R-HSA-549297; R-MMU-549297; R-RNO-549297; R-SSC-549297; R-TGU-549297; R-XTR-549297	0
CSNt	Cytosine transport via facilated diffusion	Transport, extracellular			-0
CYSGLTH	Glutathione:cystine oxidoreductase	Methionine and cysteine metabolism	R01113		-1000
CYSGLUexR	L-cysteine/L-glutamine reversible exchanger	Transport, extracellular			-1000
CYSGLYex	L-cysteine/glycine exchanger	Transport, extracellular			-1000
CYTD	Cytidine deaminase	Pyrimidine catabolism	R01878		-2.45053404332571e-14
CYTDn	Cytidine deaminase, nuclear	Nucleotide interconversion	R01878		1000
CYTDt	Cytidine facilated transport in cytosol	Transport, extracellular			28.6651105152789
CYTDt4	Cytidine transport in via sodium symport	Transport, extracellular			0
CYTDtl	Cytidine facilated transport from lysosome	Transport, lysosomal			-0
CYTDtm	Cytidine facilated transport in mitochondria	Transport, mitochondrial			0
CYTDtn	Cytidine  transport in nucleus	Transport, nuclear			1000
CYTK3	Cytidylate kinase (CMP)(GTP)	Nucleotide interconversion			-1000
CYTK4	Cytidylate kinase (dCMP)(GTP)	Nucleotide interconversion			835.601387721022
DADNt4	Deoxyadenosine transport via diffusion	Transport, extracellular			33.7899646572542
DAGK_hs	Diacylglycerol phosphate kinase (homo sapiens)	Glycerophospholipid metabolism			0
DAGt	Diacylglycerol Transport	Transport, extracellular			-625.23245937469
DALAt2r	D-alanine transport via proton symport	Transport, extracellular			1000
DASPO1p	D-aspartate oxidase, peroxisomal	Alanine and aspartate metabolism	R00359		0
DATPtn	DATP diffusion in nucleus	Transport, nuclear			9.68060641261713
DCIm	Dodecenoyl-Coenzyme A delta isomerase	Fatty acid oxidation			0
DCK1m	Deoxycytidine kinase, mitochondrial (ATP)	Nucleotide interconversion	R01666	R-ATH-73598; R-BTA-73598; R-CFA-73598; R-DME-73598; R-DRE-73598; R-GGA-73598; R-HSA-73598; R-MMU-73598; R-OSA-73598; R-RNO-73598; R-SSC-73598; R-TGU-73598; R-XTR-73598	-536.28710943848
DCK1n	Deoxycytidine kinase, nuclear (ATP)	Nucleotide interconversion	R01666	R-ATH-73598; R-BTA-73598; R-CFA-73598; R-DME-73598; R-DRE-73598; R-GGA-73598; R-HSA-73598; R-MMU-73598; R-OSA-73598; R-RNO-73598; R-SSC-73598; R-TGU-73598; R-XTR-73598	331.906871124166
DCK2n	Deoxycytidine kinase, nuclear (UTP)	Nucleotide interconversion			-331.906871124166
DCSPTN1CPT1	Carnitine O-palmitoyltransferase	Fatty acid oxidation			0
DCSPTN1CRNt	Transport into the mitochondria (carnitine)	Fatty acid oxidation			1000
DCTPtn	DCTP diffusion in nucleus	Transport, nuclear			6.9334966053198
DCYTD	Deoxycytidine deaminase	Pyrimidine catabolism	R02485	R-BTA-73608; R-CEL-73608; R-CFA-73608; R-DDI-73608; R-DME-73608; R-DRE-73608; R-GGA-73608; R-HSA-73608; R-MMU-73608; R-RNO-73608; R-SCE-73608; R-SPO-73608; R-SSC-73608; R-TGU-73608	0
DCYTDn	Deoxycytidine deaminase, nuclear	Nucleotide interconversion	R02485	R-BTA-73608; R-CEL-73608; R-CFA-73608; R-DDI-73608; R-DME-73608; R-DRE-73608; R-GGA-73608; R-HSA-73608; R-MMU-73608; R-RNO-73608; R-SCE-73608; R-SPO-73608; R-SSC-73608; R-TGU-73608	0
DCYTt	Deoxycytidine transport via diffusion	Transport, extracellular			-536.28710943848
DEBRISOQUINEt	DEBRISOQUINEt	Transport, extracellular			-0
DESAT18_9	Linoleoyl-CoA, hydrogen-donor:oxygen oxidoreductase	Fatty acid synthesis			0
DESAT20_1	Fatty acyl-CoA desaturase (n-C20:3CoA -> n-C20:4CoA)	Fatty acid synthesis			0
DESAT20_2	Fatty acyl-CoA desaturase (n-C20:4CoA -> n-C20:5CoA)	Fatty acid synthesis			0
DGAT	Diacylglycerol acyltransferase	Triacylglycerol synthesis			0
DGK2m	Deoxyguanylate kinase (dGMP:dATP) (mitochondrial)	Nucleotide interconversion			33.789964657254
DGNSKm	Deoxyguanosine kinase	Nucleotide interconversion	R01967		33.789964657254
DGSNt	Deoyguanosine transport via diffusion	Transport, extracellular			0
DGSNtm	Deoyguanosine transport in mitochondria	Transport, mitochondrial			33.789964657254
DGTPtn	DGTP diffusion in nucleus	Transport, nuclear			7.26834880316198
DHAAt1r	Dehydroascorbate transport (uniport)	Transport, extracellular		R-ATH-198818; R-BTA-198818; R-CEL-198818; R-CFA-198818; R-DDI-198818; R-DME-198818; R-DRE-198818; R-GGA-198818; R-HSA-198818; R-MMU-198818; R-OSA-198818; R-RNO-198818; R-SCE-198818; R-SSC-198818; R-TGU-198818; R-XTR-198818	-1000
DHCR242r	24-dehydrocholesterol reductase [Precursor]	Cholesterol metabolism			-0
DHCRD1	Dihydroceramide desaturase	Sphingolipid metabolism			-0
DHCRD2	Dihydroceramide desaturase	Sphingolipid metabolism			0
DHDPBMTm	Dihydroxydecaprenylbenzoate methyltransferase	Ubiquinone synthesis			-0
DHEASt	Dehydroepiandrosterone sulfate transport via bicarbonate countertransport	Transport, extracellular			-704.107598845964
DHEASULT	Dehydroepiandrosterone sulfotransferase	Steroid metabolism	R03405	R-BTA-176631; R-CFA-176631; R-DME-176631; R-DRE-176631; R-HSA-176631; R-MMU-176631; R-RNO-176631; R-SSC-176631; R-XTR-176631	0
DHFtm	Dihydrofolate reversible mitochondrial transport	Transport, mitochondrial			0
DHORD9	Dihydoorotic acid dehydrogenase (quinone10)	Pyrimidine synthesis			-0
DHPM1	Dihydropyrimidinase (5,6-dihydrouracil)	Pyrimidine catabolism	R02269	R-ATH-73589; R-BTA-73589; R-CEL-73589; R-CFA-73589; R-DDI-73589; R-DRE-73589; R-GGA-73589; R-HSA-73589; R-MMU-73589; R-OSA-73589; R-RNO-73589; R-SCE-73589; R-SSC-73589; R-TGU-73589; R-XTR-73589	568.326116132528
DHPM2	Dihydropyrimidinase (dihydrothymine)	Pyrimidine catabolism			0
DINt	Deoxyinosine transport via diffusion	Transport, extracellular			431.673883867472
D_LACt2	D lactate transport via proton symport	Transport, extracellular			-0
DLNLCGCPT1	Carnitine O-palmitoyltransferase	Fatty acid oxidation			0
DLNLCGCRNt	Transport into the mitochondria (carnitine)	Fatty acid oxidation			-1000
DLNLCGt	Fatty acid transport via diffusion	Transport, extracellular			0
DM_ethamp_r	Ethanolamine phosphate demand	Exchange/demand reaction			752.494339582834
DNDPt10m	DADP transport via dCDP antiport	Transport, mitochondrial			0
DNDPt11m	DADP transport via dGDP antiport	Transport, mitochondrial			4.87063235380414e-16
DNDPt12m	DADP transport via ADP antiport	Transport, mitochondrial			0
DNDPt13m	DADP transport via ATP antiport	Transport, mitochondrial			0
DNDPt14m	DUDP transport via dTDP antiport	Transport, mitochondrial			0
DNDPt15m	DUDP transport via dGDP antiport	Transport, mitochondrial			0
DNDPt16m	DUDP transport via dADP antiport	Transport, mitochondrial			0
DNDPt17m	DUDP transport via dCDP antiport	Transport, mitochondrial			0
DNDPt18m	DUDP transport via ADP antiport	Transport, mitochondrial			0
DNDPt19m	DUDP transport via ATP antiport	Transport, mitochondrial			0
DNDPt1m	DATP transport via ADP antiport	Transport, mitochondrial			0
DNDPt20m	DTDP transport via ATP antiport	Transport, mitochondrial			0
DNDPt21m	DTDP transport via ADP antiport	Transport, mitochondrial			0
DNDPt23m	DTDP transport via dGTP antiport	Transport, mitochondrial			0
DNDPt24m	DTDP transport via dADP antiport	Transport, mitochondrial			0
DNDPt25m	DTDP transport via dCDP antiport	Transport, mitochondrial			0
DNDPt28m	DCDP transport via dGDP antiport	Transport, mitochondrial			0
DNDPt2m	DATP transport via ATP antiport	Transport, mitochondrial			0
DNDPt30m	DCDP transport via ADP antiport	Transport, mitochondrial			0
DNDPt31m	DCDP transport via ATP antiport	Transport, mitochondrial			0
DNDPt32m	DGDP transport via ATP antiport	Transport, mitochondrial			0
DNDPt37m	DUTP transport via dTDP antiport	Transport, mitochondrial			9.61304851305255
DNDPt38m	DUTP transport via dUDP antiport	Transport, mitochondrial			0
DNDPt39m	DUTP transport via dGDP antiport	Transport, mitochondrial			33.789964657254
DNDPt3m	DATP transport via dCDP antiport	Transport, mitochondrial			0
DNDPt40m	DUTP transport via dADP antiport	Transport, mitochondrial			0
DNDPt41m	DUTP transport via dCDP antiport	Transport, mitochondrial			0
DNDPt42m	DUTP transport via ADP antiport	Transport, mitochondrial			0
DNDPt43m	DUTP transport via ATP antiport	Transport, mitochondrial			0
DNDPt44m	DTTP transport via ATP antiport	Transport, mitochondrial			0
