	L1_CD103	L2_CD103	L3_CD103	L1_DP	L2_DP	L3_DP	L1_DN	L2_DN	L3_DN	L1_CD49a	L2_CD49a	L3_CD49a
H2-M1	0	0	0	0	0	0	0	0	0	0	0	0
H2-M10.1	0	0	0	0	0	0	0	0	0	0	0	0
H2-M10.2	7	0	0	0	4	0	0	0	0	1	1	0
H2-M10.3	0	0	1	0	0	0	0	0	0	0	0	0
H2-M10.4	0	0	0	0	0	0	0	0	0	0	0	0
H2-M10.5	0	0	0	0	0	0	0	0	0	0	1	0
H2-M10.5-ps1	0	0	0	0	1	0	0	0	0	0	1	0
H2-M10.6	0	0	0	0	0	0	0	0	0	0	0	0
H2-M11	0	0	0	2	0	0	0	0	1	0	0	0
H2-M2	2	0	0	13	5	0	0	0	0	9	2	0
H2-M3	2144	2395	1800	3623	2897	2130	2277	1674	1453	2617	2635	2468
H2-M5	0	0	0	0	0	0	0	0	0	0	0	0
H2-M6-ps	0	0	0	3	0	0	0	0	0	1	2	3
H2-M9	0	0	0	0	0	0	0	0	0	0	0	0
H2-Oa	470	594	493	89	43	16	396	394	227	60	55	29
H2-Ob	2657	1708	1616	208	73	18	2861	1945	1674	275	206	41
H2-Pa	5	0	0	0	0	0	0	0	0	0	0	0
H2-Pb	0	3	4	0	0	0	0	4	1	1	0	0
H2-Q1	1	1	0	1	0	0	16	0	0	0	0	0
H2-Q10	764	413	840	2307	1609	1680	1504	1132	1062	3707	2713	2677
H2-Q2	26	15	30	40	27	20	330	1070	29	38	115	41
H2-Q3	0	1	0	0	1	0	2	7	0	1	0	0
H2-Q4	535	435	719	458	484	212	615	539	498	175	356	507
H2-Q5	2968	2194	3075	3563	3143	2551	3145	1749	2711	3180	2247	2369
H2-Q6	22793	17197	24974	30886	27399	21894	23817	13287	21177	25299	24900	25308
H2-Q7	31356	26812	31616	42085	38168	30768	33367	19710	27748	34013	38750	35967
H2-T-ps	622	536	545	656	556	391	726	536	378	527	641	555
H2-T10	1582	1525	1844	955	876	811	1340	1215	1369	931	866	849
H2-T22	4647	5066	4555	4163	3299	2933	4105	3946	3908	3558	3897	3354
H2-T23	13168	13643	12834	17568	13731	9915	12066	10657	9769	8659	12275	11033
H2-T24	384	667	503	342	194	163	400	656	333	199	277	284
H2-T3	9	6	0	0	2	0	4	0	1	1	0	0
H2af-ps	0	0	0	0	0	0	0	0	0	0	0	0
H2afb1	0	0	0	0	0	0	0	0	0	0	0	0
H2afb2	0	0	0	0	0	0	0	0	0	0	0	0
H2afb3	0	0	0	0	0	0	0	0	0	0	0	0
H2afj	2533	2342	2825	2889	2008	1778	2454	2027	1911	2142	2062	2090
H2afv	2731	2891	2583	2990	2066	1773	2861	3463	1777	2061	2461	2314
H2afx	2126	2019	1986	2019	1456	1138	1887	2044	1610	1718	1835	1717
H2afy	10027	9043	9509	12518	10340	8388	9866	9345	7431	8083	9169	9694
H2afy2	12	0	0	4	2	0	0	0	0	4	1	0
H2afy3	3	2	4	4	0	4	2	0	0	0	1	6
H2afz	3912	4381	3967	3828	2838	2433	5183	5122	4851	4297	4505	4064
H2al1a	0	0	0	0	0	0	0	0	0	0	0	0
H2al1b	0	0	0	0	0	0	0	0	0	0	0	0
H2al1c	0	0	0	0	0	0	0	0	0	0	0	0
H2al1d	0	0	0	0	0	0	0	0	0	0	0	0
H2al1e	0	0	0	0	0	0	0	0	0	0	0	0
H2al1f	0	0	0	0	0	0	0	0	0	0	0	0
H2al1g	0	0	0	0	0	0	0	0	0	0	0	0
H2al1h	0	0	0	0	0	0	0	0	0	0	0	0
H2al1i	0	0	0	0	0	0	0	0	0	0	0	0
H2al1j	0	0	0	0	0	0	0	0	0	0	0	0
H2al1k	0	0	0	0	0	0	0	0	0	0	0	0
H2al1m	0	0	1	0	0	0	0	1	0	0	1	0
H2al1n	0	0	0	0	0	0	0	0	0	0	0	0
H2al1o	0	0	0	0	0	0	0	3	0	0	0	0
H2al2a	0	0	0	0	0	0	0	0	0	0	0	0
H2al2b	0	0	0	0	0	0	0	0	0	0	0	0
H2al2c	0	0	0	0	0	0	0	0	0	0	0	0
H2al3	0	0	0	0	0	0	0	0	0	0	0	0
H2bfm	0	0	0	0	0	0	0	0	0	0	0	0
H3f3a	3485	3572	3092	2972	2192	2219	3080	4025	2871	2086	2520	2800
H3f3a-ps1	39	35	30	29	19	21	36	44	27	13	35	29
H3f3a-ps2	0	1	0	0	1	3	3	1	3	0	0	0
H3f3aos	18	15	24	12	18	4	18	44	12	5	7	12
H3f3b	63569	45369	73322	70649	56780	60398	63357	60528	53873	59132	51666	64958
H3f3c	20	17	11	8	11	11	8	12	6	8	8	20
H60b	20	17	74	36	29	61	29	28	24	62	30	49
H60c	0	0	0	1	0	0	0	0	0	0	0	0
H6pd	1154	1029	679	2142	1339	1173	944	760	548	1099	1170	1095
Haao	1180	906	913	477	297	314	1081	611	789	676	455	377
Habp2	0	0	0	0	0	1	3	0	0	0	0	1
Habp4	1870	1335	1138	2171	1872	1522	1736	1109	1150	1941	1556	1424
Hacd1	12	16	5	2	0	0	9	26	4	2	0	0
Hacd2	410	428	309	671	497	446	424	331	293	579	589	599
Hacd3	1802	2372	1886	3288	2717	2562	2258	2737	2077	2665	2477	2950
Hacd4	130	11	5	194	10	15	23	45	3	100	24	1
Hace1	1385	1165	871	1504	1345	1308	1835	1530	1187	1727	1304	1541
Hacl1	53	61	37	86	59	46	59	48	34	36	44	44
Hadh	1498	1406	945	1834	1552	1343	1549	1268	1235	1549	1569	1542
Hadha	3661	3390	2714	3524	3065	2488	3283	3418	2478	2569	3248	2901
Hadhb	2558	2066	1837	2628	2098	2222	2331	2101	1981	2257	2254	2195
Hagh	1266	905	746	1224	953	786	1078	900	792	1007	975	949
Haghl	575	319	454	739	543	462	612	378	323	537	315	432
Haglr	0	0	0	0	0	0	0	0	1	2	0	0
Hal	10	2	20	7	10	4	7	12	3	1	12	0
Halr1	0	0	2	0	0	0	0	0	0	0	0	0
Hamp	4	2	4	0	1	1	0	0	1	1	1	0
Hamp2	0	0	0	0	0	0	0	0	0	0	0	1
Hand1	0	0	0	0	0	0	0	1	0	1	0	0
Hand2	0	0	0	0	0	0	0	0	0	0	0	0
Hand2os1	0	0	0	0	0	0	0	0	0	1	0	0
Hao1	0	0	0	0	0	3	0	0	0	0	0	0
Hao2	0	0	0	0	0	0	0	0	0	0	0	0
Hap1	0	0	0	3	4	2	5	33	16	4	0	8
Hapln1	0	0	0	0	0	0	0	13	0	0	0	0
Hapln2	0	0	0	2	2	0	0	0	0	0	0	0
Hapln3	0	1	1	0	0	0	12	0	0	6	0	0
Hapln4	0	2	0	2	0	0	0	0	0	0	0	0
Harbi1	436	383	190	316	270	201	332	452	251	301	293	216
Hars	2319	2857	2539	2789	2587	2115	2460	2889	2334	2415	2693	2607
Hars2	1395	1665	1436	1565	1103	874	1472	1444	1256	1345	967	927
Has1	0	0	0	28	0	2	0	0	0	0	0	3
Has2	0	0	0	1	0	0	0	0	0	8	0	9
Has2os	0	0	0	0	0	0	0	0	0	0	0	0
Has3	0	0	0	0	7	2	1	0	2	5	5	0
Haspin	261	421	289	716	896	647	276	377	97	357	321	230
Hat1	1208	1668	965	1711	1469	1268	1296	1516	1033	1535	1692	1554
Haus1	520	731	513	371	267	244	630	583	408	457	399	366
Haus2	1712	1124	1093	1442	1108	1449	1616	1043	1476	1523	1439	1892
Haus3	2596	2538	2471	3721	3613	3004	2612	2207	2577	3283	2792	2859
Haus4	1049	1467	961	2169	1889	1651	1419	1601	975	1935	1878	1833
Haus5	280	301	317	331	283	230	303	217	210	332	119	149
Haus6	930	940	834	1002	1032	1065	876	1091	776	1380	928	1112
Haus7	460	621	665	739	491	480	697	600	560	632	510	523
Haus8	1028	915	696	1522	1122	778	810	946	546	1125	1038	821
Havcr1	2	0	0	0	0	0	0	0	0	0	0	0
Havcr2	110	12	5	1823	1687	1545	37	96	128	763	993	926
Hax1	628	710	546	689	608	441	615	850	547	578	601	537
Hba-a1	1611	857	0	2705	509	9	1634	1397	0	2910	2186	1
Hba-a2	1239	585	0	2128	399	4	1302	1132	0	2055	1735	2
Hba-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Hba-ps4	1	5	1	1	3	11	6	2	8	2	1	3
Hba-x	0	0	0	4	0	0	0	0	0	0	0	0
Hbb-bh0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh1	2	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh2	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh3	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bs	3758	2236	0	6296	936	16	4099	3924	0	6348	4688	2
Hbb-bt	814	436	0	1454	182	3	956	804	0	1437	1085	0
Hbb-y	0	0	0	2	0	0	5	0	0	0	0	0
Hbegf	34	29	75	94	61	41	26	32	36	70	31	24
Hbp1	5145	3268	4081	3428	3064	2985	4861	3611	4284	3727	3122	3402
Hbq1a	0	1	0	0	0	0	0	0	0	1	1	0
Hbq1b	0	0	0	0	0	0	0	0	0	8	3	0
Hbs1l	2141	1964	1947	1731	1731	1592	2552	2207	1905	2206	1365	1819
Hc	0	9	0	48	0	11	6	7	1	14	0	0
Hcar1	0	0	0	0	0	0	0	0	0	0	0	0
Hcar2	738	32	0	764	97	2	137	127	1	648	283	7
Hccs	1423	1375	1479	2004	1815	2074	1674	1709	1359	1709	1837	2186
Hcfc1	3559	3795	2250	3322	4406	4313	3109	4208	3079	4272	3496	2864
Hcfc1r1	580	431	488	766	519	443	525	387	413	540	597	538
Hcfc1r1-ps1	0	0	0	1	0	0	0	0	0	0	1	0
Hcfc1r1-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Hcfc2	871	878	494	1087	955	662	949	824	610	996	803	823
Hck	605	28	0	842	43	0	136	109	0	286	173	0
Hcls1	4436	5071	4360	6782	5181	3915	4618	6012	3466	4211	5505	4471
Hcn1	0	0	0	0	0	0	0	0	0	0	0	0
Hcn2	0	8	0	0	17	1	0	4	2	10	11	26
Hcn3	308	351	404	70	63	53	285	382	243	117	108	109
Hcn4	0	0	0	0	0	0	0	0	0	0	0	0
Hcrt	0	0	0	0	0	0	0	0	0	0	2	4
Hcrtr1	0	0	0	0	0	0	0	0	0	0	0	0
Hcrtr2	0	0	0	0	0	0	0	0	0	0	0	0
Hcst	3008	2509	2747	4739	2800	2573	3304	2240	2664	3166	3213	3754
Hdac1	2514	3255	1903	3781	3235	2444	2759	3680	2007	2809	2871	2694
Hdac10	1445	2028	1556	2123	1761	1123	2056	3156	1499	2034	1422	1413
Hdac11	2	3	7	65	50	40	15	9	5	24	18	51
Hdac2	3534	4448	3026	2909	2850	2078	3362	4329	2483	2591	2662	2453
Hdac3	2811	2654	2314	2904	2432	1923	2904	3095	2377	2605	2370	2026
Hdac4	3768	3055	4108	2239	2084	1848	2988	2141	2737	1961	1573	1503
Hdac5	3240	1694	2152	3753	2976	2567	2857	2298	1859	2671	2470	2483
Hdac6	779	618	704	1261	1047	924	712	655	604	1190	766	865
Hdac7	7237	7264	6325	4481	4045	3449	6574	10116	6198	3639	4710	3926
Hdac8	434	484	373	318	292	165	476	546	248	244	239	267
Hdac9	22	8	73	29	17	0	47	61	19	14	8	25
Hdc	2356	217	66	3239	153	30	747	537	88	2591	804	66
Hddc2	731	727	711	668	507	484	840	719	533	681	621	668
Hddc3	10	17	13	20	9	9	13	15	11	14	5	17
Hdgf	6676	6754	5836	7099	6091	4656	6195	6535	5057	5211	6553	5516
Hdgfl1	0	0	0	0	0	0	0	0	0	0	0	0
Hdgfl2	6372	5869	6194	8132	7369	5892	5988	5976	4301	6750	4494	4362
Hdgfl3	1101	909	961	781	731	852	1127	794	953	971	859	975
Hdhd2	733	720	357	734	633	411	809	781	503	575	542	324
Hdhd3	0	1	8	29	27	36	35	48	13	8	23	5
Hdhd5	3715	3351	3076	3954	3412	2690	4258	3183	3065	4089	2857	2724
Hdlbp	5554	5138	4445	6412	5729	4540	4987	4521	4393	4991	5017	4495
Hdx	0	0	0	0	0	0	0	0	0	0	0	0
Heatr1	4193	4487	3982	2682	3457	2888	4162	4164	4335	3540	3130	2586
Heatr3	1332	1591	1222	1179	1046	1045	1497	1327	1241	1152	1188	1050
Heatr4	2	4	1	0	0	0	2	2	1	2	1	0
Heatr5a	1500	667	880	680	636	670	1166	746	670	811	572	660
Heatr5b	1105	1407	1008	1551	1632	1404	1196	1373	920	1252	1324	1155
Heatr6	1757	1567	1846	2144	2289	1845	1934	2094	1367	1957	1773	1705
Heatr9	3	0	16	125	137	91	39	41	31	222	106	115
Hebp1	14	0	0	18	3	0	9	11	0	17	5	0
Hebp2	0	0	0	0	6	1	0	0	0	6	7	4
Heca	4284	3149	3386	4707	5267	4430	4667	3378	3609	4764	4910	4394
Hectd1	7156	5892	7642	7375	7408	8662	6239	5425	6309	7698	5155	5419
Hectd2	72	134	140	47	89	63	136	308	154	35	62	27
Hectd2os	4	1	0	0	1	0	1	1	0	0	0	0
Hectd3	2729	2290	1824	4122	3920	2874	3225	2647	1861	3408	3085	2529
Hectd4	2319	1931	2264	1432	1708	1716	1623	1363	1678	1090	1416	1346
Hecw1	0	1	12	1	1	0	0	0	0	2	0	0
Hecw2	28	10	2	35	25	21	5	31	3	25	45	4
Heg1	668	774	702	1420	1467	1628	827	791	736	1128	895	928
Helb	848	711	781	879	1078	954	784	804	653	2024	691	665
Hells	282	513	380	566	717	462	397	346	229	544	460	490
Helq	631	890	671	1170	1231	870	784	713	451	998	778	699
Helt	0	0	0	0	0	0	0	0	0	0	0	0
Helz	4673	3415	3571	3903	3933	3728	3217	3563	3019	3813	3104	2443
Helz2	2563	2525	2575	2204	1779	1800	1994	2354	1842	1299	1687	1545
Hemgn	38	25	16	2	16	10	0	25	22	8	7	2
Hemk1	297	219	199	1274	964	633	198	255	131	515	424	359
Henmt1	48	2	15	0	5	1	7	19	12	9	3	0
Hepacam	0	0	0	0	0	0	0	0	0	1	0	0
Hepacam2	19	0	0	12	4	0	0	9	0	17	0	0
Heph	0	0	0	13	0	2	0	0	0	0	0	0
Hephl1	0	0	0	0	0	0	0	0	0	0	0	0
Herc1	4493	4618	4843	4205	4304	4495	3679	3379	3499	4405	2953	2863
Herc2	3523	3120	3743	3170	2477	2949	2949	2633	2301	3080	2269	2425
Herc3	4516	3172	2931	4656	4221	4179	4109	2937	3406	4232	2886	3482
Herc4	4086	3166	2871	3714	3657	2913	4557	2906	2949	4644	3515	3590
Herc6	823	1161	446	736	847	659	693	672	575	692	795	548
Herpud1	4211	3123	3692	4728	4178	3051	3632	3128	3491	3888	3645	3228
Herpud2	5658	3524	3714	6578	5883	5116	5215	3614	4544	5341	5569	5445
Hes1	57	19	33	85	12	0	30	50	18	33	10	6
Hes2	0	0	0	0	0	0	0	0	0	0	0	0
Hes3	0	0	0	4	1	0	0	0	0	2	1	0
Hes5	18	21	35	1	0	0	13	9	26	0	2	4
Hes6	2535	2140	1959	2167	1721	1236	2287	2591	1360	1714	1605	1397
Hes7	2	1	2	1	0	4	2	1	0	3	2	0
Hesx1	0	1	0	0	2	0	7	0	3	2	0	0
Hexa	2890	1996	1449	3448	1979	1549	2056	1629	1505	1974	1910	1496
Hexb	2005	1302	888	1625	1001	936	1421	1003	1098	1427	1428	1319
Hexdc	58	28	54	62	53	29	51	46	24	29	21	54
Hexim1	1065	857	2323	740	634	483	799	729	829	767	689	817
Hexim2	76	74	63	81	68	47	98	83	56	80	76	63
Hey1	278	227	343	33	32	22	327	388	336	47	41	61
Hey2	0	2	0	0	0	3	0	0	3	9	6	0
Heyl	0	0	5	14	0	4	0	0	5	5	0	1
Hfe	186	17	0	225	6	1	54	12	3	57	22	2
Hfm1	0	1	0	0	2	0	3	2	0	0	0	0
Hgd	0	0	12	3	2	3	0	5	0	7	5	7
Hgf	53	0	0	18	0	0	37	10	0	23	27	23
Hgfac	1	5	5	18	17	13	6	29	6	27	25	20
Hgh1	872	1161	887	797	754	575	870	1156	789	805	780	784
Hgs	2844	2956	1982	3746	3295	2088	2985	2694	2019	3026	3063	2706
Hgsnat	2671	1657	1412	3639	2668	2278	2926	1916	1697	3004	3003	2350
Hhat	104	74	109	27	35	40	134	133	79	32	26	47
Hhatl	0	0	0	0	0	2	0	0	0	0	0	0
Hhex	37	14	7	88	22	24	39	50	7	89	87	18
Hhip	0	0	0	0	0	7	0	0	0	2	0	2
Hhipl1	0	0	0	5	0	0	0	0	0	0	0	0
Hhipl2	2	1	17	0	6	2	0	19	0	3	0	1
Hhla1	0	0	0	0	0	0	0	0	0	0	0	0
Hibadh	2462	2205	1583	1747	1630	1210	2654	2582	1632	1671	1849	1590
Hibch	422	569	296	381	445	345	485	481	427	390	437	421
Hic1	134	58	74	394	304	376	179	95	86	218	258	239
Hic2	33	73	121	61	58	69	73	85	44	76	47	64
Hid1	5300	5506	4982	7014	5693	4408	4969	4620	4000	4749	4067	4135
Hif1a	5265	4526	4096	6605	6862	7420	5272	4530	4500	7011	6489	7702
Hif1an	1733	1354	1754	1947	2249	2406	1980	2075	1739	2681	1722	1843
Hif3a	0	1	1	0	1	18	0	8	8	0	0	0
Higd1a	681	873	805	1064	805	729	810	862	691	912	932	947
Higd1b	0	0	1	5	0	3	0	1	0	0	2	0
Higd1c	0	0	0	0	0	0	0	0	0	0	0	0
Higd2a	2273	1929	1729	2136	1619	1327	2027	1877	1548	1633	2190	1969
Hikeshi	1117	1697	888	1401	1006	781	1233	1632	1056	1207	1385	1235
Hilpda	902	795	795	1890	1319	1895	954	859	757	1117	1157	1499
Hils1	0	0	0	0	0	0	0	0	0	0	0	0
Hinfp	772	793	951	1247	1131	1063	1083	968	980	1160	1017	927
Hint1	2559	2697	2641	3348	2392	2038	2487	2200	2099	2341	3058	2784
Hint2	688	531	595	694	427	411	522	567	444	473	478	440
Hint3	340	463	314	461	322	305	381	431	304	361	464	393
Hip1	212	13	111	4097	3739	3556	447	122	258	2134	1696	1410
Hip1r	3570	2134	2674	11998	10669	8730	4526	2085	3016	9122	7682	7725
Hipk1	4102	2642	3751	4517	4532	4673	5024	2891	4022	4367	4083	4324
Hipk2	953	499	818	304	273	289	998	605	707	403	282	370
Hipk3	3628	2432	2446	3470	3272	4025	3200	2659	3393	3534	2637	2848
Hipk4	2	7	5	2	0	10	10	0	2	9	6	0
Hira	158	159	191	161	132	93	132	134	127	92	108	128
Hirip3	372	385	476	322	282	207	306	293	299	370	319	234
Hist1h1a	9	37	35	55	24	49	93	176	16	38	45	65
Hist1h1b	17	108	34	195	128	83	135	320	24	88	102	160
Hist1h1c	3255	2410	2452	7507	7169	6070	2555	2219	2043	3698	4747	5588
Hist1h1d	53	125	27	360	243	196	138	457	30	225	162	175
Hist1h1e	284	526	208	504	408	335	414	699	156	422	388	398
Hist1h1t	4	0	0	0	4	1	2	0	5	0	2	0
Hist1h2aa	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ab	4	14	4	6	4	2	2	21	4	5	11	3
Hist1h2ac	45	51	33	150	99	96	70	75	42	84	102	87
Hist1h2ad	2	2	6	10	7	9	0	2	1	10	4	5
Hist1h2ae	36	91	39	101	100	51	84	123	36	96	65	125
Hist1h2af	0	2	0	0	0	0	0	0	0	0	1	0
Hist1h2ag	3	8	1	6	2	2	2	12	1	2	8	2
Hist1h2ah	0	1	0	0	0	0	0	0	0	0	1	0
Hist1h2ai	13	34	19	20	10	20	18	56	5	17	20	21
Hist1h2aj	0	2	0	2	0	0	0	3	0	0	0	1
Hist1h2ak	11	18	21	41	22	20	13	38	8	30	14	40
Hist1h2al	0	0	0	1	0	1	0	0	0	0	0	1
Hist1h2an	7	11	13	10	16	16	9	33	5	26	4	25
Hist1h2ao	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ap	0	0	1	0	2	0	0	1	0	0	0	0
Hist1h2ba	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bb	0	10	9	32	2	4	6	15	11	5	10	11
Hist1h2bc	283	153	131	740	448	293	146	149	79	386	321	278
Hist1h2be	24	63	32	124	84	68	44	61	22	118	89	72
Hist1h2bf	0	0	0	8	2	10	0	6	0	5	3	8
Hist1h2bg	29	25	16	123	120	106	43	44	8	73	60	62
Hist1h2bh	7	22	6	17	14	19	12	7	4	26	28	5
Hist1h2bj	12	31	14	22	23	29	29	66	19	21	20	31
Hist1h2bk	2	7	0	0	0	0	0	7	4	3	0	1
Hist1h2bl	0	4	7	21	9	7	8	33	2	22	8	15
Hist1h2bm	6	10	14	12	2	7	8	52	4	19	7	23
Hist1h2bn	3	11	7	24	23	16	16	41	3	12	17	26
Hist1h2bp	4	3	5	12	11	8	7	22	3	13	9	14
Hist1h2bq	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2br	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h3a	28	116	45	100	77	99	45	95	21	48	48	103
Hist1h3b	0	1	0	0	1	0	0	2	0	0	0	0
Hist1h3c	0	6	4	0	1	5	1	8	4	0	5	3
Hist1h3d	1	6	0	61	50	49	4	0	5	40	19	27
Hist1h3e	22	35	33	60	44	50	42	52	32	24	55	48
Hist1h3f	18	59	57	25	26	33	33	33	27	17	30	29
Hist1h3g	0	2	2	0	1	0	0	5	0	0	1	0
Hist1h3h	3	7	1	8	3	11	3	18	2	5	2	6
Hist1h3i	12	16	15	28	20	14	8	35	10	17	15	42
Hist1h4a	8	3	16	4	9	11	5	7	3	5	5	8
Hist1h4b	1	10	1	3	3	5	1	11	1	3	1	7
Hist1h4c	95	198	140	183	108	166	86	195	71	146	90	224
Hist1h4d	141	164	219	399	313	314	163	165	128	295	228	387
Hist1h4f	0	4	0	3	4	4	2	5	0	2	1	2
Hist1h4h	37	61	62	74	37	46	21	52	22	38	33	79
Hist1h4i	76	77	59	146	90	88	58	70	35	61	100	86
Hist1h4j	0	6	0	21	12	11	2	6	1	2	13	14
Hist1h4k	3	6	1	5	4	3	0	1	1	6	2	7
Hist1h4m	13	57	19	65	68	57	28	61	25	37	21	73
Hist1h4n	14	32	21	56	22	37	25	37	11	32	20	47
Hist2h2aa1	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2aa2	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2ab	1	3	1	3	0	4	0	6	0	2	1	2
Hist2h2ac	46	75	46	27	29	40	38	66	30	31	24	46
Hist2h2bb	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2be	146	141	91	131	142	114	155	205	77	146	152	133
Hist2h3b	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h3c1	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h3c2	7	4	3	2	4	1	6	4	2	4	8	4
Hist2h4	69	83	66	110	98	110	63	34	68	82	74	105
Hist3h2a	431	306	457	460	364	294	478	401	340	302	342	329
Hist3h2ba	132	95	71	278	192	137	245	409	62	265	221	292
Hist3h2bb-ps	1	16	7	5	3	6	7	17	3	1	9	5
Hist4h4	101	102	59	79	74	81	60	67	32	88	16	73
Hivep1	1416	880	1024	837	913	1152	1098	677	784	874	628	760
Hivep2	2580	1804	2416	3304	2936	3726	2798	2951	2206	3144	2945	2913
Hivep3	321	748	510	296	320	258	875	4195	304	187	300	109
Hjurp	3825	4078	3447	3607	3553	3291	4229	5325	2979	3289	2585	2637
Hjv	0	0	0	0	0	0	0	0	0	0	0	0
Hk1	7267	7065	5301	9554	8335	6880	6744	6712	4906	6680	7117	6336
Hk1os	31	47	30	27	29	9	64	29	16	30	35	35
Hk2	181	90	185	415	250	340	86	61	195	349	246	422
Hk3	323	73	29	644	54	10	209	175	33	417	93	4
Hkdc1	0	0	0	7	0	0	0	0	0	0	0	0
Hlcs	1595	1317	1380	1489	1283	1200	1707	842	1274	1438	1199	1209
Hlf	39	8	20	77	49	40	35	30	22	73	84	78
Hltf	2236	2354	1713	2915	2693	1850	2508	2825	1702	2681	2211	1914
Hlx	88	11	2	553	306	186	47	18	19	195	133	105
Hm629797	1	7	11	10	4	16	12	31	14	4	8	1
Hmbox1	432	428	521	381	403	405	387	576	341	300	334	298
Hmbs	756	961	786	1017	778	585	766	897	663	765	809	686
Hmces	1043	1050	875	1600	1480	1146	1246	1305	726	1374	1326	1237
Hmcn1	0	0	0	47	0	1	0	0	1	0	7	11
Hmcn2	31	14	4	1	0	1	4	28	8	1	6	11
Hmg20a	2540	2640	2015	1765	1727	1320	2611	3537	1866	1481	1684	1468
Hmg20b	725	616	631	1243	973	562	615	822	393	642	477	580
Hmga1	402	367	267	273	277	172	293	488	316	294	334	315
Hmga1b	3	5	5	3	7	1	1	4	3	0	6	1
Hmga2	0	0	0	0	0	0	0	0	0	0	0	0
Hmgb1	6123	6243	5685	6966	6366	5306	6830	7385	4798	6049	6690	6307
Hmgb1-ps1	1	0	0	1	2	1	0	1	0	0	1	0
Hmgb1-ps11	0	0	0	0	0	0	0	0	0	0	0	0
Hmgb1-ps2	0	0	2	1	1	0	0	0	0	2	1	1
Hmgb1-ps3	4	3	3	6	4	5	6	1	5	5	0	3
Hmgb1-ps4	2	1	1	0	2	0	2	0	1	2	1	0
Hmgb1-ps5	32	29	38	31	31	13	16	18	12	30	14	21
Hmgb1-ps6	0	1	7	1	2	3	1	4	0	5	0	2
Hmgb1-ps7	19	18	22	17	20	16	19	22	13	21	25	26
Hmgb1-ps8	57	32	140	17	12	14	37	45	30	22	14	22
Hmgb1-ps9	1	1	1	0	0	1	1	1	3	0	1	0
Hmgb1-rs16	2	0	1	0	2	2	0	2	1	0	0	0
Hmgb1-rs17	0	1	0	1	0	0	1	0	0	1	1	0
Hmgb1-rs18	0	0	1	0	0	0	1	0	0	0	0	0
Hmgb1l	0	0	1	0	0	0	0	0	0	0	0	0
Hmgb2	5957	4388	5858	6363	5064	5566	7184	4732	5161	6373	6603	7527
Hmgb3	214	99	216	352	305	320	273	193	167	337	347	392
Hmgb3-ps	0	0	0	0	0	0	0	0	0	0	0	0
Hmgb4	0	0	0	0	0	0	0	0	0	0	0	0
Hmgb4os	0	0	0	0	0	0	0	0	0	0	0	0
Hmgcl	1735	1460	1127	1636	1189	867	1484	1130	883	1568	1328	1189
Hmgcll1	6	0	0	78	45	46	0	0	0	17	3	29
Hmgcr	3790	2819	3212	4932	4572	4718	3510	3618	3108	3656	3673	4560
Hmgcs1	1588	1091	1046	2071	2251	2026	1207	1046	1017	1457	1318	1713
Hmgcs2	0	0	11	32	6	21	17	0	5	3	12	21
Hmgn1	4092	4479	4010	575	528	643	3669	5677	3494	1220	1328	1337
Hmgn2	4405	4075	4124	2729	1921	2001	4190	4867	3342	2263	2357	2317
Hmgn2-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Hmgn2l6	0	0	0	0	0	0	0	0	0	0	0	0
Hmgn3	5	5	0	3	5	0	16	67	14	3	11	3
Hmgn5	593	422	710	757	680	464	526	452	449	502	761	846
Hmgxb3	2219	2088	1662	2212	1945	1708	2293	1885	2073	2153	1978	1487
Hmgxb4	399	497	387	738	682	484	525	611	366	568	471	481
Hmmr	35	204	110	69	59	13	106	310	44	21	76	13
Hmox1	282	31	44	452	163	219	160	76	54	280	271	253
Hmox2	929	1239	623	1068	890	629	989	1523	704	747	1008	675
Hmx1	0	0	0	0	0	0	0	0	0	0	0	0
Hmx2	0	0	0	0	0	0	0	0	0	0	0	0
Hmx3	0	0	0	0	0	0	0	0	0	0	0	0
Hnf1a	0	4	0	1	0	0	0	0	0	0	0	0
Hnf1aos1	0	0	3	0	0	0	0	0	1	0	0	0
Hnf1aos2	0	0	0	0	0	0	0	0	0	0	0	0
Hnf1b	0	0	0	9	0	0	0	0	1	12	4	0
Hnf4a	0	0	0	0	0	0	0	18	0	0	0	0
Hnf4aos	0	0	0	0	0	0	0	0	0	0	0	0
Hnf4g	0	0	0	0	0	0	0	0	0	0	0	0
